city,latitude,longitude
ANAWANDA LAKE,41.85714,-74.96317
ANCHOR MARINA,44.13061,-76.32883
ANCHORAGE CHANNEL,40.6501,-74.04959
ANCHORAGE MARINA,43.18118,-75.99047
ANCRAM,42.05065,-73.63624
ANCRAM OLD CEMETERY,42.0437,-73.64374
TOWN OF ANCRAM,42.0352,-73.5822
ANCRAMDALE,42.01815,-73.59124
ANDERSON,41.90315,-74.70683
ANDERSON BROOK,43.30452,-73.7779
AMPERSAND LAKE,44.20871,-74.19824
ANDERSON CREEK,44.49062,-75.3466
ANDERSON HILL CEMETERY,42.17841,-76.28438
ANDERSON HOLLOW,42.01646,-78.15918
ELIZABETH MILBANK ANDERSON HOME FOR CONVALESCENT CHILDREN,41.17343,-73.7743
ANDES,42.1887,-74.78571
TOWN OF ANDES,42.13089,-74.7901
ANDOVER,42.15646,-77.79555
ANDOVER POND,42.16848,-77.79324
TOWN OF ANDOVER,42.1512,-77.80668
ANDREW BROOK,43.96395,-73.92681
ANDERSON CENTER FOR AUTISM,41.82856,-73.93543
ANDREW JACKSON HIGH SCHOOL,40.69816,-73.74624
ANDREW POND,43.74016,-73.81929
LAKE ANDREW,44.04955,-74.10362
MOUNT ANDREW,44.05645,-74.09348
ANDREWS CEMETERY,42.84895,-77.40971
ANDREWS COURT,40.93371,-73.84541
ANDREWS HOUSE,40.93371,-73.84513
ANDREWS SCHOOL,43.0459,-76.10215
ANDRUS HOLLOW,42.1362,-74.59738
ANDREW FREEDMAN HOME,40.83288,-73.92014
JOHN E ANDRUS MEMORIAL PARK,40.94927,-73.84652
ANDRUS PAVILION SAINT JOHNS RIVERSIDE HOSPITAL,40.96871,-73.88569
ANDYS CREEK,43.83312,-74.81073
ANDRUS MEMORIAL HOME,40.98454,-73.88041
ANGEL HILL,42.77313,-75.09127
ANGEL ISLE,44.40478,-75.82301
ANGEL MILL BROOK,41.65898,-74.94489
ANGEL FALLS,42.67117,-78.43474
ANGELA HALL,40.89927,-73.78152
ANGELICA,42.30673,-78.01584
ANGELICA CREEK,42.29507,-78.07279
ANGEL MORONI MONUMENT,43.00645,-77.22387
ANGELLS CORNER,43.02756,-76.86218
POINT ANGIERS,44.29532,-76.06634
ANGLE BROOK GOLF COURSE,41.31426,-73.7243
ANGLE CREEK,42.15926,-74.40932
TOWN OF ANGELICA,42.30381,-78.01529
ANGLE FLY BROOK,41.27148,-73.72208
ANGLE ROAD CEMETERY,42.82061,-78.71031
ANGOLA AIRPORT (HISTORICAL),42.66006,-78.99087
ANGOLA LAKE SHORE ADDITION,42.61811,-79.09837
ANGOLA ON THE LAKE,42.65478,-79.04893
ANGOLA-ON-THE-LAKE,42.65034,-79.05476
ANGUS,42.73479,-76.97274
ANGUS CEMETERY,42.74201,-76.97385
ANN LEE HOME,42.74119,-73.80957
LAKE ANN,43.2124,-73.75156
ANNABEL HILL,42.34424,-77.49388
ANNANDALE,40.54455,-74.17653
ANNADALE BEACH,40.52649,-74.16403
ANNANDALE-ON-HUDSON,42.01287,-73.90819
ANNE HUTCHINSON SCHOOL,40.95541,-73.80789
ANNE M DORNER MIDDLE SCHOOL,41.17426,-73.85986
ANNIS CEMETERY,43.23784,-78.14946
ANNSVILLE,41.30759,-73.92792
ANNSVILLE CREEK,41.29315,-73.93875
ANGOLA,42.63839,-79.02782
ANNUNCIATION CHURCH,40.97065,-73.82041
ANNUNCIATION - BLESSED VIRGIN MARY SCHOOL,42.85522,-78.60565
ANNUNCIATION SCHOOL,42.91978,-78.88837
ANNUNCIATION SCHOOL,40.96982,-73.82069
ANSTEAD BRIDGE,44.11117,-75.78271
ANTEDILUVIAN MOUNTAIN,43.9995,-74.60739
ANTEDILUVIAN POND,44.00187,-74.62175
ANTHONSON AIRPORT,43.07919,-76.40891
ANTHONY CEMETERY,42.13314,-75.45601
ANTHONY CREEK,43.09091,-74.27013
TOWN OF ANNSVILLE,43.34918,-75.62271
ANTHONY GULF,42.65534,-78.74142
ANTHONY KILL,42.90341,-73.68428
ANTHONY CUT,43.24229,-76.18854
ANTHONY PONDS,44.07478,-74.37544
ANTHONY SQUARE,43.15367,-77.62667
ANTHONY WAYNE RECREATION AREA,41.29704,-74.02625
MOUNT ANTHONY,43.29452,-73.85818
ANTHONYS NOSE,43.77284,-73.46429
ANTHONYS NOSE,41.31954,-73.97764
ANTHONYS NOSE BEACON,41.31898,-73.97458
ANTLER LAKE,43.65502,-73.93003
ANTLERS POINT,43.8259,-74.65211
ANTRIM,41.12398,-74.14126
LAKE ANTRIM,41.12171,-74.14361
ANTWERP,44.19923,-75.60688
TOWN OF ANTWERP,44.21705,-75.60254
ANTWINE HILL,43.84673,-73.63846
APACUCK POINT,40.80343,-72.66954
APALACHIN,42.06952,-76.15465
APALACHIN CREEK,42.06369,-76.14243
APAQUOGUE,40.94288,-72.21202
APAWAMI GOLF CLUB,40.98732,-73.68874
APEX,42.06731,-75.24906
APEX SCHOOL OF CRIMINOLOGY,40.80788,-73.92875
APOSTOLIC CHURCH,43.12062,-77.59556
APPALACHIAN NATIONAL SCENIC TRAIL,41.37537,-73.89097
APPLE ISLAND,44.41423,-75.6419
APPLE LAKE,41.87422,-73.89169
APPLEGATE CORNER,42.45146,-76.61133
APPLETON,43.32756,-78.64809
APPLETREE NECK,40.70065,-73.26345
APULIA,42.82396,-76.05353
APULIA CEMETERY,42.82868,-76.03798
APULIA STATION,42.81868,-76.07242
AQUEBOGUE,40.94454,-72.62704
AQUEDUCT,42.84813,-73.88901
AQUEDUCT RACETRACK,40.67233,-73.82986
AQUETUCK,42.46064,-73.83846
AQUETUCK SCHOOL (HISTORICAL),42.46647,-73.86346
AQUINAS HIGH SCHOOL,40.85115,-73.88769
AQUINAS INSTITUTE,43.18756,-77.63972
HOLLEDER MEMORIAL STADIUM (HISTORICAL),43.19201,-77.6575
ARAB HILL,42.3045,-79.17921
ARAB HILL,42.82257,-75.91603
ARAB MOUNTAIN,44.20423,-74.58517
ARABIA,42.29981,-75.05517
ARABIA,42.53397,-74.6357
ARBUCKLE HOLLOW,42.21147,-74.90877
ANTHONY POINT,44.34727,-75.90495
ARBUTUS LAKE,40.52297,-74.17815
ARBUTUS POND,43.98786,-74.2417
ARCADE,42.53395,-78.42307
ARCADE TRI-COUNTY AIRPORT,42.56669,-78.42089
ARCADE CENTER,42.55256,-78.38835
TOWN OF ARCADE,42.56329,-78.38638
ARCADIA ISLAND,44.37616,-75.89273
TOWN OF ARCADIA,43.08705,-77.08576
ARCADIAN GARDENS SHOPPING CENTER,41.14398,-73.86152
ARCADY COUNTRY CLUB,43.71395,-73.49873
ARCHBISHOP STEPINAC HIGH SCHOOL,41.00788,-73.75346
ARCHBOLD STADIUM (HISTORICAL),43.03618,-76.13631
ARCHDALE,43.03313,-73.48095
ARCHER STREET SCHOOL,40.64732,-73.58735
ARCHER VLY,43.15767,-73.96222
ARCHVILLE,41.12176,-73.86125
ARCTIC,42.18564,-75.41434
ARCTIC CEMETERY,42.18119,-75.42657
ARDEN,41.27454,-74.15292
ARDEN BROOK,41.27315,-74.13709
ARDEN BROOK,41.37759,-73.94847
ARBUCKLE POND,44.51624,-74.92007
ARDONIA,41.67593,-74.07264
ARDSLEY,41.01065,-73.84375
ARDSLEY COUNTRY CLUB,41.02371,-73.85708
ARDSLEY HIGH SCHOOL,41.02053,-73.83283
ARDSLEY POST OFFICE,41.01906,-73.84317
ARDSLEY STATION,41.02704,-73.87597
ARDSLEY VILLAGE HALL,41.01204,-73.84597
ARDSLEY-ON-HUDSON,41.0251,-73.87041
ARENA,42.11564,-74.73738
ARENA RESERVOIR,42.12926,-74.75443
ARESKONK CREEK,40.78565,-72.79677
ARDEN POINT,41.37676,-73.95014
ARGYLE,43.23785,-73.4915
ARGYLE AIRPORT,43.25537,-73.47101
ARGYLE CEMETERY,43.22257,-73.489
TOWN OF ARGYLE,43.23827,-73.46985
ARIETTA,43.24618,-74.51764
TOWN OF ARIETTA,43.52673,-74.56972
ARISTOTLE,42.34979,-78.01389
ARKPORT,42.39451,-77.69666
ARKPORT DAM,42.39674,-77.71555
ARKVILLE,42.14787,-74.61988
ARKVILLE CEMETERY,42.15814,-74.61904
ARKWRIGHT,42.407,-79.23643
ARKWRIGHT FALLS,42.39222,-79.26871
ARKWRIGHT SUMMIT CEMETERY,42.39089,-79.19754
TOWN OF ARKWRIGHT,42.39202,-79.2367
ARLINGTON,41.69593,-73.8968
ARLINGTON,40.63233,-74.16514
ARLINGTON SPEEDWAY,41.70482,-73.88791
ARLINGTON YARDS,40.6326,-74.17542
MOUNT ARM,42.35618,-75.79214
ARMAWALK,41.28787,-73.77097
ARMITAGE BRIDGE,43.02062,-76.80635
ARMLIN CEMETERY,42.53841,-74.35264
ARMLIN HILL,42.53147,-74.35292
ARMONK,41.12648,-73.71402
ARMOR,42.74061,-78.79892
ARMSTRONG CEMETERY,42.94062,-77.01247
ARMSTRONG CORNERS,44.72033,-74.91158
ARMSTRONG HILL,42.37423,-78.7367
ARMSTRONG MOUNTAIN,44.07366,-73.5668
ARMSTRONG MOUNTAIN,44.13477,-73.84903
KAUFMAN'S ASTORIA MOTION PICTURE AND TELEVISION CENTER,40.75677,-73.92458
ARNETT,43.14395,-77.64056
ARNEYS MARINA,43.26145,-76.99441
ARNOLD AVENUE SCHOOL,42.94619,-74.18846
ARNOLD BAY,42.14839,-79.37421
ARNOLD BROOK,44.59616,-73.51125
ARNOLD CEMETERY,42.72145,-77.66694
ARNOLD HILL,44.48949,-73.62681
ARNOLD LAKE,42.61141,-75.00445
ARNOLD MOUNTAIN,44.33033,-73.66375
ARNOLD PARK,42.08257,-76.02159
ARNOLD POND,43.88048,-73.62085
ARNOLDS MILL,42.34147,-73.59512
ARNOLDS POINT,44.16423,-74.84435
ARNOT OGDEN HOSPITAL HELIPORT,42.10091,-76.82496
ARNOT OGDEN MEDICAL CENTER,42.1001,-76.82782
ARQUETT POND,44.51079,-74.60392
ARQUETT POND PASS,44.51812,-74.59795
ARRANDALE SCHOOL,40.80566,-73.73569
ARRIGONI CENTER,40.92371,-73.78819
ARRIGONI LIBRARY AND TECHNOLOGY CENTER,40.92454,-73.7893
ARROCHAR,40.59844,-74.07264
ARROWHEAD BAY,42.37895,-78.19751
ARROWHEAD ELEMENTARY SCHOOL,40.90927,-73.07122
ARSENAL HILL,42.8834,-77.29637
ARSENAL STREET CEMETERY,43.97562,-75.92742
ARSENAULTS FIELD,42.36257,-76.4241
ARSHAMONAQUE,41.08954,-72.39064
ART VILLAGE,40.88399,-72.42314
ARTHUR,43.49507,-76.24799
ARTHUR CEMETERY,43.4859,-76.25882
ARTHUR A GATES ELEMENTARY SCHOOL,43.04065,-76.61771
ARTHUR KILL,40.50094,-74.25876
ARGUSVILLE,42.79063,-74.51903
ARTHUR VON BRIESEN PARK,40.6076,-74.05903
ARTHUR W BUTLER MEMORIAL SANCTUARY,41.18343,-73.69152
ARTHURS POND,41.39822,-74.02009
ARTHURSBURG,41.62843,-73.77152
ARTIST LAKE,40.88372,-72.93171
ARTISTS FALLS,44.127,-73.80903
ARTISTS ROCK,42.20148,-74.03069
ARVERNE,40.59122,-73.79597
ASAS ISLAND,43.75284,-73.48123
ASBURY,42.52674,-76.49188
ASBURY,42.1412,-73.95791
ASBURY CHURCH (HISTORICAL),40.59983,-74.1632
ASBURY CHURCH,42.03119,-76.43327
ASBURY CHURCH,42.52819,-76.49278
ASBURY UNITED METHODIST CHURCH,40.89621,-73.8343
ASBURY UNITED METHODIST CHURCH,41.20871,-73.88236
ASCENSION CHURCH,41.80482,-73.95903
ASCENSION CHURCH CEMETERY,41.8137,-73.9643
ASCENSION SCHOOL,40.73584,-73.87867
ASH BROOK,43.31451,-75.02933
ARTHUR MANOR,40.97676,-73.79291
ASH CLOVE BROOK,41.93175,-75.02489
ASH CRAFT BROOK,44.07561,-73.65263
ASH CRAFT POND,44.10565,-73.61922
ASH CREEK,43.30451,-75.01321
ASH GROVE,43.03202,-73.33122
ASH POND,44.10149,-74.82835
ASH POND TRAIL,44.11478,-74.81852
ASH RIDGE,43.41701,-75.04711
ASH RUN,42.04675,-75.06405
ASH SWAMP,41.51704,-74.61572
ASHANTEE,42.89701,-77.76473
ASHAROKEN,40.92788,-73.35984
ASHAROKEN BEACH,40.9326,-73.36706
ASHBAUGH HILL,42.28313,-77.64332
ASHBELL BROOK,42.64618,-75.78491
ASH POND,43.07721,-74.35048
ASHCRAFT CEMETERY,42.47924,-75.81492
ASHCRAFT POND,42.49224,-75.81195
ASHCRAFT POND,44.02407,-75.47033
ASHFORD,42.32034,-78.60808
ASHFORD AVENUE SCHOOL,41.01093,-73.84652
ASHFORD HOLLOW,42.4034,-78.68531
TOWN OF ASHFORD,42.44105,-78.6453
ASHLAND,42.76285,-76.47799
ASHLAND,42.3037,-74.33348
ASHLAND AVENUE SCHOOL,43.09894,-79.05449
ASHLAND CEMETERY,42.30147,-74.29487
ASHLAND PINNACLE,42.35675,-74.31292
TOWN OF ASHLAND,42.02435,-76.75374
TOWN OF ASHLAND,42.32126,-74.33611
ASHLEY CEMETERY,42.59284,-77.58749
ASHLEY HILL,42.48647,-73.54289
ASHOKAN,41.97565,-74.19681
ASHOKAN DAM,41.93815,-74.21876
ASHOKAN RESERVOIR,41.96963,-74.18595
ASHOKAN RESERVOIR AERATOR,41.94843,-74.20487
ASHVILLE,42.09645,-79.3756
ASHVILLE BAY,42.11089,-79.37533
ASHWOOD,43.32784,-78.31002
ASPATUCK RIVER,40.80843,-72.62593
ASHBYS PINNACLE,43.07396,-76.46466
ASPINWALL CORNERS,43.84701,-76.19632
ASSEMBLY PARK,42.77979,-76.1302
ASSEMBLY POINT,43.47285,-73.65762
ASSOCIATION ISLAND,43.89534,-76.21465
ASSUMPTION CEMETERY,42.54784,-78.02695
ASSUMPTION CEMETERY,43.08507,-76.13937
ASSUMPTION CEMETERY,41.3162,-73.89264
ASSUMPTION SCHOOL,41.13815,-73.82569
ASSUMPTION OF MARY SCHOOL,44.61032,-73.8032
ASSUMPTIONIST FATHERS MONASTERY,42.0612,-73.94347
ASTOR COVE,41.9462,-73.94319
ASTOR HOME FOR CHILDREN,41.92398,-73.91319
ASTOR LIBRARY (HISTORICAL),40.72871,-73.99208
ASTOR MEMORIAL SCHOOL (HISTORICAL),40.72371,-73.99458
ASTOR POINT,41.9912,-73.9343
ASTORIA,40.77205,-73.93014
ASTORIA HELIPORT,40.78621,-73.91153
ASTORIA PARK,40.77843,-73.92291
ATHENS,42.26036,-73.80957
ATHENS AIRPORT,42.28398,-73.84457
ATHENS FLAT,42.26842,-73.84763
ATHENS POST OFFICE,42.26425,-73.80651
ATHENS STATION,42.28425,-73.8429
TOWN OF ATHENS,42.28012,-73.85828
ATHOL,43.49257,-73.8429
ATHOL SPRINGS,42.76978,-78.86642
CAROLINE G ATKINSON SCHOOL,40.66528,-73.59056
ATLANTA,42.55423,-77.47249
ATLANTIC AVENUE SCHOOL,43.15478,-77.50027
ATLANTIC AVENUE ELEMENTARY SCHOOL,40.65278,-73.67194
ATLANTIC BASIN,40.68316,-74.01097
ATLANTIC BEACH,40.58594,-73.72874
ATLANTIC BEACH,40.58899,-73.72902
ATLANTIC BEACH BRIDGE,40.59344,-73.73735
ATLANTIQUE,40.64177,-73.17067
ATLANTIQUE BEACH,40.63954,-73.17317
ATLANTIS ISLAND,44.44228,-75.7769
ATTICA,42.86423,-78.28029
ATTICA CENTER,42.81562,-78.23446
ATTICA RESERVOIR,42.78587,-78.22643
ATTICA RESERVOIR,42.83132,-78.25845
ATTICA CORRECTIONAL FACILITY,42.84939,-78.27403
TOWN OF ATTICA,42.82572,-78.24892
ATTLEBURY,41.91731,-73.66846
ATWATER CEMETERY,42.67201,-76.21743
ATWATER CREEK,43.7334,-75.47157
MOUNT ASPETONG,41.2276,-73.64568
ATWATERS,42.6309,-76.64967
ATWELL,43.52396,-74.94433
ATWELL CORNERS,42.92479,-75.90631
ATWOOD,41.89287,-74.15987
ATWOOD CEMETERY,42.58063,-76.05409
ATWOOD LAKE,43.36494,-74.89784
AU SABLE FORKS,44.44171,-73.67458
AU SABLE VALLEY HIGH SCHOOL,44.46644,-73.59569
TOWN OF AU SABLE,44.51557,-73.53513
AUBURN,42.93173,-76.56605
AUBURN ACADEMY,40.6276,-73.93264
LAKEVIEW GOLF AND COUNTRY CLUB,42.90118,-76.52012
AUBURN MEMORIAL HOSPITAL,42.94141,-76.56482
AUBURN MEMORIAL HOSPITAL HELIPORT,42.9409,-76.56272
AUBURN RESERVOIR,42.94487,-76.53047
CITY OF AUBURN,42.93384,-76.56847
AUBURNDALE STATION,40.76149,-73.78986
AUGER FALLS,43.46729,-74.24653
AUGER FLATS,43.48368,-74.26708
AUGERHOLE CAMP,44.42645,-74.54573
AUGERHOLE FALLS,44.42034,-74.54712
AUGUR LAKE,44.45866,-73.49917
AUGUSTA,42.97479,-75.50129
TOWN OF AUGUSTA,42.97718,-75.50223
AUGUSTINIAN ACADEMY (HISTORICAL),40.6126,-74.09598
AUNT JANES BAY,44.26518,-76.10589
AUNT PHEBE ROCK,40.88593,-73.77485
AUNT SARAHS FALLS,42.35091,-76.85857
TOWN OF AURELIUS,42.92766,-76.66931
AURIES CREEK,42.93257,-74.31513
ATWATER MEMORIAL CHURCH,42.75923,-77.72667
AURIESVILLE SHRINE,42.92563,-74.30236
AURORA,42.75396,-76.70245
TOWN OF AURORA,42.73825,-78.63734
AUSABLE BEACH,44.55366,-73.42569
AUSABLE CHASM,44.52255,-73.46513
AUSABLE MARSH STATE GAME MANAGEMENT AREA,44.56421,-73.4318
AUSABLE POINT,44.57144,-73.42319
AUSABLE POINT CAMPSITE,44.56894,-73.42263
AUSABLE RIVER,44.55616,-73.42291
AURIESVILLE,42.92952,-74.31652
AUSTERLITZ CEMETERY,42.30286,-73.4715
TOWN OF AUSTERLITZ,42.31239,-73.50762
AUSTIN,42.8109,-76.47077
AUSTIN CEMETERY,42.20592,-75.27406
AUSTIN FALLS,43.50146,-74.27931
AUSTIN GLEN,42.24175,-73.89402
AUSTERLITZ,42.31175,-73.47317
AUSTIN PARK,42.99895,-78.18418
AUSTIN POND,43.67641,-73.96433
AUSTIN POND MOUNTAIN,43.67673,-73.95846
AUSTINS CORNERS,43.44424,-76.29299
AUSTINS CORNERS,44.4684,-75.0252
AUTUMN LANE ELEMENTARY SCHOOL,43.22134,-77.70568
AVA,43.41896,-75.47934
AVA BROOK,43.3734,-75.4774
AUSTIN LINCOLN PARK,42.17897,-75.12684
TOWN OF AVA,43.42151,-75.45254
AVALANCHE LAKE,44.13315,-73.96677
AVALANCHE MOUNTAIN,44.13616,-73.96959
AVALANCHE PASS,44.13866,-73.95737
AVATION HIGH SCHOOL,40.74341,-73.92941
AVERELL HILL,42.24563,-77.3847
AVERELL HILL CEMETERY,42.24035,-77.38998
AVERILL BOULEVARD PARK,40.71205,-73.68596
AVERILL PARK,42.63397,-73.55373
AVERILL PEAK,44.69282,-73.88098
AVERY FISHER HALL,40.77288,-73.98264
AVERY HOLLOW,42.48201,-77.43554
AVA CEMETERY,43.41757,-75.50018
AVERYS PLACE,43.29424,-74.55459
AVERYVILLE,44.24394,-74.05154
AVIATION TRADES HIGH SCHOOL,40.76343,-73.96375
AVOCA,42.40951,-77.42137
TOWN OF AVOCA,42.41822,-77.44789
AVON,42.91201,-77.74556
AVON LAKE,40.67423,-73.41341
AVON SPRINGS DOWNS,42.90701,-77.76778
TOWN OF AVON,42.89547,-77.73411
AWIXA CREEK,40.71788,-73.23262
AVERY SCHOOL,41.08426,-73.79874
LAKE AWOSTING,41.70636,-74.29013
AXEVILLE,42.24923,-78.95921
AXTON LANDING,44.20284,-74.32877
AYERS CEMETERY,41.16621,-73.60013
AYERS CREEK,43.18035,-74.69543
AWOSTING,41.66926,-74.29126
AZURE MOUNTAIN,44.54284,-74.50461
B'NAI B'RITH CEMETERY,42.12423,-78.41252
B'NAI JESHURUM AND SHERETH ISRAEL CEMETERY,40.69038,-73.88041
BAI HELIPORT,42.95534,-78.87393
BABBITS CORNERS,43.81923,-75.86909
BABBITT CORNER,43.87367,-76.1177
BABBITT CORNER,42.83618,-77.18442
BABCOCK CEMETERY,42.51841,-75.07461
BABCOCK HILL,42.93174,-75.22072
BABCOCK HOLLOW,42.43757,-76.1866
AYERS LAKE,43.20296,-74.60897
BABCOCK HOLLOW CEMETERY,42.30813,-77.28137
BABCOCK LAKE,42.81341,-73.40456
BABCOCK RUN,41.96702,-76.26104
BABCOCK HOLLOW,42.30757,-77.28053
BABY BROOK,41.42009,-74.08598
BABY LAKE,43.49717,-74.81681
BABYLON COVE,40.68454,-73.30984
BABYLON TOWNHALL,40.70454,-73.37512
BABYLON YACHT CLUB,40.6876,-73.31095
TOWN OF BABYLON,40.65216,-73.35394
BACHE PLAZA,40.71066,-74.0032
BACHELOR CEMETERY,42.34922,-79.34671
BACHMAN CEMETERY,42.83146,-76.88135
BACHUS POND,42.48161,-73.58405
BACKBONE TRAILHEAD,42.48452,-76.80579
BACKUS,44.16951,-75.28103
BACKUS HILL,44.41562,-75.10298
BACON BROOK,43.05896,-74.76348
BABYLON,40.69566,-73.32568
BACON HILL,43.13341,-73.60567
BACON POND,43.40094,-73.59835
BAD INDIAN SWAMP,42.36535,-76.85412
BAD LUCK MOUNTAIN,43.80756,-74.19404
BADEAU HILL,42.61619,-74.84321
BADGER CREEK,42.10035,-76.79412
BACON HILL,42.84146,-75.47156
BAGGS CEMETERY,44.56088,-73.45291
BAGGS CORNER,43.957,-76.0577
BAGLEY BROOK,42.21092,-74.97239
BAGDAD,42.48284,-78.92003
BAILEY AVENUE SCHOOL,44.70532,-73.46236
BAILEY BROOK,44.62227,-73.91042
BAILEY,43.07256,-77.66
BAILEY BROOK,44.92699,-74.09572
BAILEY BROOK,41.46093,-73.7468
BAILEY BROOK,41.22676,-73.83958
BAILEY COURT,41.32787,-73.68457
BAILEY CREEK,42.11896,-77.03024
BAILEY HILL,42.36117,-78.71309
BAILEY HILL,43.91089,-73.90264
BAILEY HILL,43.1898,-73.82901
BAILEY HILL,43.26035,-74.04457
BAILEY HILL,43.0334,-77.0922
BAILEY HILL CEMETERY,42.38285,-77.75999
BAILEY HILLS,43.36146,-75.11155
BAILEY HOLLOW,42.2248,-76.0702
BAILEY HILL,42.37396,-75.85381
BAILEY HOLLOW,42.15867,-78.82448
J WATSON BAILEY MIDDLE SCHOOL,41.93464,-74.03192
BAILEY MOUNTAIN,44.44838,-73.66375
BAILEY MOUNTAIN,42.60508,-73.5115
BAILEY PARK,41.32759,-73.68596
BAILEY POND,43.87369,-73.9053
BAILEY POND,42.81906,-74.97263
BAILEY POND INLET,43.8759,-73.90458
BAILEY LAKE,42.87615,-75.36106
BAILEY SWAMP,44.00257,-75.34741
BAILEYS GAP,41.69204,-74.00014
BAILEYS ISLAND,44.34477,-75.96051
BAILEYS LAKE,41.68936,-74.66826
BAILEYS SETTLEMENT,42.88701,-76.15604
BAILEYTOWN,41.30815,-74.08125
BAILEYVILLE,41.47232,-74.48349
BAILLEY BROOK,42.05145,-78.63836
BAILEY ROCK,40.90316,-73.76291
BAINBRIDGE,42.29341,-75.47935
BAINBRIDGE RESERVOIR,42.34682,-75.48974
TOWN OF BAINBRIDGE,42.2959,-75.47684
BAINS CORNER,41.73898,-73.56207
BAIRD CORNERS,43.22229,-76.46022
BAIRD CORNERS,42.5123,-74.62737
BAIRD POINT,44.06811,-76.33577
BAIRD ROAD SCHOOL,43.13784,-77.46472
BAIRDS CREEK,42.84867,-77.8675
BAILY ISLAND,44.46534,-75.60495
BAISLEY POND PARK,40.67455,-73.78597
BAITING HOLLOW,40.95621,-72.74427
BAKER,42.97728,-77.79195
BAKER BROOK,42.87645,-78.25807
BAISLEY POND,40.67756,-73.78556
BAKER BROOK,43.50535,-75.7488
BAKER BROOK,43.39785,-75.17572
BAKER BROOK,43.65229,-73.9943
BAKER CEMETERY,42.69452,-76.46244
BAKER CEMETERY,42.93063,-73.69651
BAKER CEMETERY,42.26424,-77.5486
BAKER CEMETERY,42.11426,-74.53376
BAKER CEMETERY,43.45118,-73.43233
BAKER CEMETERY,43.13979,-77.31304
BAKER CORNER,41.58759,-73.5629
BAKER CORNERS,43.10951,-75.14211
BAKER CREEK,42.51147,-73.77429
BAKER CEMETERY,44.70865,-73.55347
BAKER CREEK,42.20896,-76.5855
BAKER CREEK,42.30507,-78.04306
BAKER CREEK,42.26146,-77.55027
BAKER FIELD,40.87316,-73.91403
BAKER HILL,44.54366,-74.03348
BAKER HILL,42.99673,-76.32021
BAKER HILL,43.03479,-77.42333
BAKER HILL,42.47508,-75.13461
BAKER HILL,42.33424,-76.93968
E M BAKER SCHOOL,40.80167,-73.72806
BAKER LABORATORIES,43.03423,-76.13826
BAKER MOUNTAIN,44.33505,-74.10349
BAKER PARK,42.09672,-79.24727
BAKER PARK,42.43118,-76.5055
BAKER POND,44.69194,-74.52139
BAKER POND,44.51613,-74.29057
BAKER RESERVOIR,43.07479,-75.66935
BAKERS FALLS,43.29729,-73.59095
BAKERS MARINA,42.59507,-76.92135
BAKERS MILLS,43.61479,-74.02485
BAKERSTAND,42.35062,-78.54863
BAKERTOWN,43.39924,-74.13097
BAKWIN POND,41.1992,-73.8295
BALCARRES REDOUBT OVERLOOK,43.00508,-73.63817
BALCOM,42.36978,-79.09643
BALCOM BEACH,42.38645,-78.2014
BALCOM CEMETERY,42.19813,-77.16386
BALCOM CORNERS,42.36978,-79.09032
BALD BLUFF,43.1573,-74.09457
BALD EAGLE CREEK,43.36728,-78.03029
BAKER HILL,42.0348,-76.10298
BALD HILL,41.50176,-73.91708
BALD HILL,42.71451,-77.58083
BALD HILL,41.33065,-74.17487
BALD HILL,42.51703,-73.46483
BALD HILL,42.35063,-77.68999
BALD HILL,40.8801,-72.7101
BALD HILL SKI BOWL,40.84399,-73.02233
BALD LEDGE,43.82534,-73.52373
BALD MOUNTAIN,42.31618,-77.98778
BALD MOUNTAIN,42.2787,-73.46206
BALD MOUNTAIN,41.65982,-73.61263
BALD MOUNTAIN,44.40671,-73.62041
BALD MOUNTAIN,42.29481,-74.38765
BALD MOUNTAIN,43.73868,-74.91379
BALD MOUNTAIN,44.02145,-75.19075
BALD MOUNTAIN,42.7648,-73.28372
BALD MOUNTAIN,41.28426,-73.99181
BALD MOUNTAIN,43.23841,-73.86651
BALD MOUNTAIN,42.42369,-74.59376
BALD MOUNTAIN,41.90287,-74.72433
BALD MOUNTAIN,42.34507,-76.36077
BALD MOUNTAIN,43.45785,-73.83318
BALD MOUNTAIN,43.12952,-73.53817
BALD MOUNTAIN,43.1298,-73.52011
BALD MOUNTAIN,43.57646,-73.46289
BALD MOUNTAIN,41.22621,-73.82791
BALD MOUNTAIN BROOK,43.75646,-74.91573
BALD EAGLE MARINA,43.36617,-78.03113
BALD PATE,43.9495,-73.63874
BALD PEAK,44.00422,-73.5654
BALD PEAK,44.10366,-73.49207
BALD PEAK,44.31283,-73.6268
BALD PEAK,44.15977,-73.66541
BALDFACE HILL,44.18534,-75.28715
BALDFACE MOUNTAIN,43.82951,-74.06292
BALDFACE MOUNTAIN,44.42644,-73.52736
BALDFACE MOUNTAIN,44.61727,-74.17571
BALDFACE MOUNTAIN,43.4409,-74.78877
BALDFACE MOUNTAIN,43.71534,-74.27681
BALDFACE MOUNTAIN,44.39034,-74.81658
BALDHEAD MOUNTAIN,43.47979,-73.96707
BALDWIN,43.80923,-73.44595
BALDWIN,40.65649,-73.6093
BALDWIN BAY,40.62705,-73.59096
BALDWIN BRANCH,44.50228,-75.10631
BALD MOUNTAIN POND,43.73146,-74.92462
BALDWIN BROOK,42.34425,-73.39817
BALDWIN CEMETERY,42.78007,-77.21414
